,brgy_name,ADM4_PCODE,ADM4_REF,mun_name,ADM3_PCODE,prov_name,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,Shape_Leng,Shape_Area,AREA_SQKM,corn_farmers
1207,Ragan Sur (Pob.),PH0203118014,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.078346135,0.000300451,3.535046469,39
1208,Rizal (Ragan Almacen Alto),PH0203118015,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.053969877,9.443743e-05,1.111084767,9
1209,San Andres,PH0203118016,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.022118811,2.031764e-05,0.239007732,7
1210,San Antonio,PH0203118017,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.090836977,0.000443042,5.213685899,8
1211,San Isidro,PH0203118018,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.073605512,0.000322902,3.799959427,
1212,San Jose,PH0203118019,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.064402252,0.000193224,2.273140399,27
1213,San Juan,PH0203118020,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.062079453,0.000226343,2.663299513,23
1214,San Macario,PH0203118021,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.278363329,0.001998034,23.52044184,9
1215,San Nicolas (Fusi),PH0203118022,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.106313893,0.000663284,7.806549945,8
1216,San Patricio,PH0203118023,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.033987496,4.886096e-05,0.574794743,14
1217,San Roque,PH0203118024,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.03298215,3.802909e-05,0.44737219,6
1218,Santo Rosario,PH0203118025,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.143569178,0.000723344,8.511646016,22
1219,Santor,PH0203118026,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.058626085,0.000212623,2.501611243,7
1220,Villa Luz,PH0203118027,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.043063865,8.185626e-05,0.963030209,11
1221,Villa Pereda,PH0203118028,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.105606598,0.000582801,6.859915675,2
1222,Visitacion,PH0203118029,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.033079168,5.604569e-05,0.659281851,12
1223,Ayod,PH0203110001,,Dinapigue,PH0203110,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,1.244231883,0.060238173,710.8544876,3
1224,Bucal Norte,PH0203110003,,Dinapigue,PH0203110,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.155698752,0.00092127,10.88187172,2
1225,Bucal Sur,PH0203110002,,Dinapigue,PH0203110,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.104054042,0.000329217,3.888906573,1
1226,Dibulo,PH0203110004,,Dinapigue,PH0203110,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.645648108,0.018195666,214.9348295,2
1227,Digumased (Pob.),PH0203110005,,Dinapigue,PH0203110,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.125183624,0.000481344,5.68627884,2
1228,Dimaluade,PH0203110006,,Dinapigue,PH0203110,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.103319101,0.000578179,6.828846589,
1229,Bicobian,PH0203111006,,Divilacan,PH0203111,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.448768497,0.003331965,39.2130386,
1230,Dibulos,PH0203111012,,Divilacan,PH0203111,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.270550809,0.003187604,37.50710313,
1231,Dicambangan,PH0203111003,,Divilacan,PH0203111,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.104499192,0.000621374,7.310233955,
1232,Dicaroyan,PH0203111004,,Divilacan,PH0203111,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.281228907,0.00313448,36.87756848,
1233,Dicatian,PH0203111005,,Divilacan,PH0203111,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.138868339,0.000562307,6.614422893,
1234,Dilakit,PH0203111007,,Divilacan,PH0203111,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.16476178,0.00130572,15.36123115,1
1235,Dimapnat,PH0203111008,,Divilacan,PH0203111,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.606590952,0.018150169,213.68399,
1236,Dimapula (Pob.),PH0203111009,,Divilacan,PH0203111,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.127796697,0.000438016,5.152974541,2
1237,Dimasalansan,PH0203111010,,Divilacan,PH0203111,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.321512722,0.00101302,11.91825222,
1238,Dipudo,PH0203111011,,Divilacan,PH0203111,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.149580606,0.00068113,8.012601593,
1239,Ditarum,PH0203111013,,Divilacan,PH0203111,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.415634235,0.009190383,108.165415,
1240,Sapinit,PH0203111016,,Divilacan,PH0203111,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.262891143,0.003291424,38.73460294,
1241,Angoluan,PH0203112001,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.056183746,0.00016356,1.930306389,
1242,Annafunan,PH0203112002,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.054715381,0.000200149,2.362216084,31
1243,Arabiat,PH0203112003,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.117438059,0.000938282,11.07730268,2
1244,Aromin,PH0203112004,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.10928384,0.000582996,6.881116153,28
1245,Babaran,PH0203112005,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.126842387,0.000543668,6.417543924,12
1246,Bacradal,PH0203112006,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.080286791,0.000358965,4.238413165,
1247,Benguet,PH0203112007,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.168275356,0.001796261,21.2085299,19
1248,Buneg,PH0203112008,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.080583259,0.000304493,3.593754811,17
1249,Busilelao,PH0203112009,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.142887938,0.000693437,8.185658802,10
1250,Cabugao (Pob.),PH0203112066,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.02627865,4.451155e-05,0.525350402,2
1251,Caniguing,PH0203112010,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.183005534,0.001555565,18.36448198,30
1252,Carulay,PH0203112011,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.046433202,0.000133042,1.570144877,11
1253,Castillo,PH0203112012,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.058250744,9.349789e-05,1.103350791,
1254,Dammang East,PH0203112013,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.039643208,9.376249e-05,1.106723455,20
1255,Dammang West,PH0203112014,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.100656137,0.000421511,4.975540604,14
1256,Diasan,PH0203112067,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.152772986,0.001027163,12.12792801,17
1257,Dicaraoyan,PH0203112015,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.08994776,0.000337462,3.983451968,10
1258,Dugayong,PH0203112016,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.049025513,0.000136629,1.612569552,13
1259,Fugu,PH0203112017,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.07450355,0.000234888,2.77199226,4
1260,Garit Norte,PH0203112018,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.081903536,0.000275447,3.251764725,2
1261,Garit Sur,PH0203112019,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.049928479,0.000111101,1.311649689,2
1262,Gucab,PH0203112020,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.072079969,0.000203797,2.405393403,23
1263,Gumbauan,PH0203112021,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.079311587,0.000301704,3.560092976,8
1264,Ipil,PH0203112023,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.076263058,0.000267479,3.157160238,5
1265,Libertad,PH0203112024,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.11252748,0.00062233,7.346623377,2
1266,Mabbayad,PH0203112025,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.115898221,0.000795321,9.389129847,24
1267,Mabuhay,PH0203112026,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.040272867,8.274141e-05,0.976477296,1
1268,Madadamian,PH0203112027,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.120458085,0.000877227,10.35698725,24
1269,Magleticia,PH0203112028,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.122244752,0.000593508,7.005615456,46
1270,Malibago,PH0203112029,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.072603364,0.00028059,3.311221772,4
1271,Maligaya,PH0203112030,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.068270937,0.000185937,2.194710468,2
1272,Malitao,PH0203112031,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.090019342,0.000359476,4.243427965,18
1273,Narra,PH0203112032,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.157455662,0.000992544,11.71605579,54
1274,Nilumisu,PH0203112033,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.117804004,0.000575662,6.79721163,20
1275,Pag-asa,PH0203112034,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.152634576,0.000899692,10.61924178,12
1276,Pangal Norte,PH0203112036,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.127562278,0.000706888,8.346946142,7
1277,Pangal Sur,PH0203112037,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.078574474,0.000388681,4.589951647,11
1278,Rumang-ay,PH0203112039,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.115266684,0.000813561,9.604842551,4
1279,Salay,PH0203112040,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.055918459,0.000116101,1.370347786,25
1280,Salvacion,PH0203112041,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.134625142,0.001029423,12.15230625,8
1281,San Antonio Minit,PH0203112043,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.12857998,0.000865272,10.21621181,1
1282,San Antonio Ugad,PH0203112042,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.039151856,9.014455e-05,1.063858292,2
1283,San Carlos,PH0203112044,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.130365222,0.001057414,12.48509488,15
1284,San Fabian,PH0203112045,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.067497187,0.00030382,3.585616637,1
1285,San Felipe,PH0203112046,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.120921561,0.000652095,7.700127839,22
1286,San Juan,PH0203112047,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.082124438,0.00039701,4.687409273,3
1287,San Manuel,PH0203112048,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.078502644,0.00031817,3.757014595,6
1288,San Miguel,PH0203112049,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.497018294,0.007463677,88.1430909,39
1289,San Salvador,PH0203112050,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.14814529,0.000927981,10.95653994,6
1290,Santa Ana,PH0203112051,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.102146336,0.000596494,7.043070988,1
1291,Santa Cruz,PH0203112052,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.08500779,0.000228368,2.695584423,2
1292,Santa Maria,PH0203112053,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.166691066,0.000964802,11.39382691,3
1293,Santa Monica,PH0203112054,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.098047009,0.000524327,6.189326282,2
1294,Santo Domingo,PH0203112055,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.035337398,8.294325e-05,0.978914921,7
1295,Silauan Norte (Pob.),PH0203112057,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.068769971,0.000165857,1.957454809,
1296,Silauan Sur (Pob.),PH0203112056,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.028003911,4.464931e-05,0.526977765,4
1297,Sinabbaran,PH0203112058,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.094934393,0.000218964,2.584020015,12
1298,Soyung,PH0203112059,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.054148703,0.000163574,1.930649277,3
1299,Taggappan,PH0203112060,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.028934927,4.957659e-05,0.585149949,4
1300,Tuguegarao,PH0203112061,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.032993945,4.702269e-05,0.554977304,22
1301,Villa Campo,PH0203112062,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.128823416,0.000919238,10.85234403,19
1302,Villa Fermin,PH0203112063,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.120674663,0.000717356,8.471545284,13
1303,Villa Rey,PH0203112064,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.093961721,0.000425555,5.023563752,12
1304,Villa Victoria,PH0203112065,,Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.066239213,0.00023119,2.730359897,4
1305,Barcolan,PH0203113002,,Gamu,PH0203113,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.24427014,0.002816316,33.17541135,1
1306,Buenavista,PH0203113004,,Gamu,PH0203113,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.101332615,0.000603003,7.103779777,9
1307,Dammao,PH0203113005,,Gamu,PH0203113,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.098029801,0.000298582,3.517174569,4
1308,District I (Pob.),PH0203113017,,Gamu,PH0203113,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.045579992,0.000102449,1.207064296,13
1309,District II (Pob.),PH0203113018,,Gamu,PH0203113,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.046587148,0.000125873,1.482969024,18
1310,District III (Pob.),PH0203113019,,Gamu,PH0203113,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.073207785,0.000235051,2.769169766,15
1311,Furao,PH0203113006,,Gamu,PH0203113,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.083674263,0.000358733,4.226743682,4
1312,Guibang,PH0203113009,,Gamu,PH0203113,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.104554951,0.000443236,5.222032907,8
1313,Lenzon,PH0203113010,,Gamu,PH0203113,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.09248982,0.0003304,3.892816328,10
1314,Linglingay,PH0203113011,,Gamu,PH0203113,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.060167048,0.000193105,2.275068459,4
1315,Mabini,PH0203113012,,Gamu,PH0203113,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.142066528,0.000669321,7.88369438,19
1316,Pintor,PH0203113016,,Gamu,PH0203113,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.102822007,0.000240603,2.833807108,3
1317,Rizal,PH0203113020,,Gamu,PH0203113,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.05680755,0.000146546,1.725988728,
1318,Songsong,PH0203113021,,Gamu,PH0203113,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.107414398,0.000525799,6.194467691,19
1319,Union,PH0203113024,,Gamu,PH0203113,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.045511419,0.000117791,1.387278781,7
1320,Upi,PH0203113025,,Gamu,PH0203113,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.174501193,0.000996717,11.74120209,36
